year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,workhsps,intlwhts,intlblks,intlhsps,marblk,marhisp,marwht,letin1a
2022,1599,"Machinery, equipment, and supplies, merchant wholesalers",Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,.s:  Skipped on Web,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1600,Hospitals,"Moderate, middle of the road",NO,NO,NO,YES,4,4,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2022,1601,.i:  Inapplicable,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1602,Construction,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,5,6,.x:  Not available in this release,3,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1603,.i:  Inapplicable,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1604,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1605,"Animal food, grain, and oilseed milling","Moderate, middle of the road",NO,NO,YES,NO,2,2,.x:  Not available in this release,6,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1606,Elementary and secondary schools,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1607,"Drugs, sundries, and chemical and allied products, merchant wholesalers",Slightly conservative,NO,NO,NO,NO,HARDWORKING,HARDWORKING,.x:  Not available in this release,INTELLIGENT,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1608,Banking and related activities,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,HARDWORKING,HARDWORKING,.x:  Not available in this release,INTELLIGENT,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1609,"Motor vehicles, parts and supplies, merchant wholesalers",Extremely conservative,NO,NO,NO,YES,4,4,.x:  Not available in this release,4,4,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1610,Beauty salons,"Moderate, middle of the road",NO,NO,YES,YES,2,4,.x:  Not available in this release,5,3,4,FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1611,Legal services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is
2022,1612,.i:  Inapplicable,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,2,.x:  Not available in this release,INTELLIGENT,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2022,1613,Legal services,"Moderate, middle of the road",YES,NO,NO,YES,4,3,.x:  Not available in this release,3,3,3,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2022,1614,"Securities, commodities, funds, trusts, and other financial investments",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1615,Motor vehicles and motor vehicle equipment manufacturing,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.d:  Do not Know/Cannot Choose
2022,1616,"Structural metals, and boiler, tank, and shipping container manufacturing","Moderate, middle of the road",NO,YES,YES,YES,2,4,.x:  Not available in this release,5,4,4,OPPOSE,OPPOSE,OPPOSE,Remain the same as it is
2022,1617,Insurance carriers and related activities,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1618,.n:  No answer,Liberal,YES,NO,YES,NO,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1619,"Residential care facilities, without nursing",Slightly conservative,YES,NO,YES,NO,2,3,.x:  Not available in this release,3,3,3,STRONGLY FAVOR,STRONGLY FAVOR,FAVOR,Remain the same as it is
2022,1620,Home health care services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1621,Executive offices and legislative bodies,"Moderate, middle of the road",NO,NO,NO,NO,4,4,.x:  Not available in this release,4,UNINTELLIGENT,UNINTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1622,Iron and steel mills and steel product manufacturing ,"Moderate, middle of the road",YES,NO,YES,NO,4,2,.x:  Not available in this release,4,5,.d:  Do not Know/Cannot Choose,FAVOR,STRONGLY FAVOR,FAVOR,Reduced a lot
2022,1623,Rail transportation,Slightly conservative,NO,NO,YES,NO,3,5,.x:  Not available in this release,6,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1624,.s:  Skipped on Web,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1625,Construction,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1626,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1627,"Colleges and universities, including junior colleges","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1628, Restaurants and other food services,"Moderate, middle of the road",NO,NO,YES,NO,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1629,Labor unions,Extremely conservative,NO,NO,NO,YES,5,5,.x:  Not available in this release,4,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2022,1630,Elementary and secondary schools,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1631,Iron and steel mills and steel product manufacturing ,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1632,Individual and family services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2022,1633,"Machine shops; turned product; screw, nut, and bolt manufacturing","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1634,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1635,Traveler accommodation,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1636,Traveler accommodation,"Moderate, middle of the road",YES,NO,YES,NO,4,4,.x:  Not available in this release,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2022,1637,.i:  Inapplicable,"Moderate, middle of the road",YES,YES,YES,YES,4,6,.x:  Not available in this release,3,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1638,Administration of human resource programs,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,3,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1639,"Justice, public order, and safety activities",Conservative,NO,NO,NO,NO,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1640, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1641,Iron and steel mills and steel product manufacturing ,Slightly liberal,YES,NO,YES,NO,4,4,.x:  Not available in this release,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1642,Automotive repair and maintenance,Conservative,NO,NO,YES,NO,4,4,.x:  Not available in this release,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1643,"Machinery, equipment, and supplies, merchant wholesalers",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1644,Grocery stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1645,Nursing care facilities,Slightly liberal,NO,NO,NO,YES,5,5,.x:  Not available in this release,4,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2022,1646,Offices of physicians,Extremely liberal,YES,NO,YES,NO,3,3,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2022,1647,Music stores,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1648,Household appliance manufacturing,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1649,Banking and related activities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,5,5,.x:  Not available in this release,5,5,5,FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1650,Hospitals,"Moderate, middle of the road",YES,NO,YES,NO,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.d:  Do not Know/Cannot Choose
2022,1651,"Machinery manufacturing, n.e.c.    ","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1652,Not specified retail trade,"Moderate, middle of the road",YES,NO,YES,NO,4,3,.x:  Not available in this release,6,5,3,FAVOR,FAVOR,FAVOR,Remain the same as it is
2022,1653,"Securities, commodities, funds, trusts, and other financial investments","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1654,Other health care services,"Moderate, middle of the road",YES,NO,YES,.d:  Do not Know/Cannot Choose,4,4,.x:  Not available in this release,6,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1655,Furniture and related product manufacturing,Liberal,YES,NO,YES,NO,4,2,.x:  Not available in this release,6,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1656,Household appliance manufacturing,"Moderate, middle of the road",YES,NO,YES,NO,HARDWORKING,HARDWORKING,.x:  Not available in this release,6,6,6,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2022,1657,Banking and related activities,Extremely liberal,YES,NO,YES,NO,4,2,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,Increased a lot
2022,1658,Clothing stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,5,.x:  Not available in this release,INTELLIGENT,4,3,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1659,Truck transportation,Conservative,NO,NO,NO,NO,3,3,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2022,1660,.n:  No answer,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,3,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2022,1661,.n:  No answer,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Increased a little
2022,1662,Clothing stores,Extremely liberal,NO,NO,YES,NO,4,4,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2022,1663,"Drugs, sundries, and chemical and allied products, merchant wholesalers",.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1664,"Justice, public order, and safety activities",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,4,.x:  Not available in this release,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2022,1665,Construction,Slightly conservative,NO,NO,NO,YES,6,5,.x:  Not available in this release,6,6,6,OPPOSE,STRONGLY FAVOR,OPPOSE,.d:  Do not Know/Cannot Choose
2022,1666,Nursing care facilities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1667,Public finance activities,Slightly conservative,NO,NO,YES,NO,3,3,.x:  Not available in this release,4,6,6,STRONGLY FAVOR,FAVOR,NEITHER FAVOR NOR OPPOSE,Reduced a little
2022,1668,Construction,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,3,.x:  Not available in this release,5,4,4,OPPOSE,FAVOR,STRONGLY FAVOR,Reduced a lot
2022,1669,Executive offices and legislative bodies,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1670,Postal Service,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,5,6,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1671,Nursing care facilities,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1672,Sewage treatment facilities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1673,Support activities for agriculture and forestry,Extremely conservative,NO,NO,YES,.d:  Do not Know/Cannot Choose,5,4,.x:  Not available in this release,INTELLIGENT,4,5,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,FAVOR,.d:  Do not Know/Cannot Choose
2022,1674,Support activities for mining,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,3,3,STRONGLY OPPOSE,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot
2022,1675,Pharmacies and drug stores,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2022,1676, Restaurants and other food services,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2022,1677,Not specified retail trade,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1678,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2022,1679,"Independent artists, performing arts, spectator sports, and related industries","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,STRONGLY OPPOSE,OPPOSE,STRONGLY FAVOR,Reduced a little
2022,1680,Couriers and messengers,"Moderate, middle of the road",NO,NO,YES,NO,5,5,.x:  Not available in this release,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2022,1681,"Groceries and related products, merchant wholesalers",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1682,Landscaping services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2022,1683,"Sporting and athletic goods, and doll, toy and game manufacturing",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Increased a little
2022,1684, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a little
2022,1685,.i:  Inapplicable,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,LAZY,LAZY,.x:  Not available in this release,INTELLIGENT,4,4,STRONGLY FAVOR,FAVOR,STRONGLY FAVOR,Reduced a little
2022,1686,Construction,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Increased a little
2022,1687,"Machinery, equipment, and supplies, merchant wholesalers","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,6,2,.x:  Not available in this release,6,4,4,OPPOSE,NEITHER FAVOR NOR OPPOSE,OPPOSE,Reduced a lot
2022,1688,.i:  Inapplicable,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Remain the same as it is
2022,1689,"Management, scientific, and technical consulting services","Moderate, middle of the road",YES,NO,YES,NO,4,4,.x:  Not available in this release,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2022,1690,Construction,"Moderate, middle of the road",YES,NO,YES,NO,2,2,.x:  Not available in this release,4,3,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2022,1691,Beverage manufacturing,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.x:  Not available in this release,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Reduced a lot
2022,1692,Other health care services,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,6,4,.x:  Not available in this release,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
