year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,intlwhts,intlblks,marblk,marwht,letin1a,ballot
2006,1758,Elementary and secondary schools,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1759,Insurance carriers and related activities,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1760,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1761,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1762,Bus service and urban transit,Slightly conservative,NO,NO,YES,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2006,1763,.n:  No answer,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1764,Aircraft and parts manufacturing,Conservative,NO,NO,NO,YES,4,5,6,4,OPPOSE,FAVOR,Reduced a little,Ballot b
2006,1765,Truck transportation,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1766,Other direct selling establishments,Slightly liberal,NO,NO,NO,YES,3,5,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1767,Hospitals,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1768,"Residential care facilities, without nursing",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1769,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1770,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1771,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1772, Restaurants and other food services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1773,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1774,Elementary and secondary schools,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1775,Computer and peripheral equipment manufacturing    ,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1776,.i:  Inapplicable,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1777,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1778,Gasoline stations,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1779,Legal services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1780,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,NO,YES,3,5,3,4,OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1781,Elementary and secondary schools,Slightly liberal,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2006,1782,Gasoline stations,Slightly conservative,YES,YES,YES,YES,6,5,INTELLIGENT,5,STRONGLY FAVOR,OPPOSE,Reduced a little,Ballot b
2006,1783,Cut and sew apparel manufacturing,"Moderate, middle of the road",NO,YES,NO,YES,4,6,4,3,FAVOR,FAVOR,Remain the same as it is,Ballot a
2006,1784,Beauty salons,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1785,Personal and household goods repair and maintenance,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1786,Child day care services,"Moderate, middle of the road",NO,NO,YES,NO,3,5,6,6,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1787,Hospitals,Slightly liberal,NO,NO,NO,YES,2,6,6,2,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1788,Home health care services,Liberal,NO,YES,YES,YES,6,4,6,5,OPPOSE,OPPOSE,Reduced a little,Ballot b
2006,1789,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,NO,YES,4,5,4,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1790,Executive offices and legislative bodies,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1791,Nursing care facilities,"Moderate, middle of the road",NO,NO,YES,YES,3,3,5,3,FAVOR,FAVOR,Remain the same as it is,Ballot a
2006,1792,Home health care services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1793,Computer and peripheral equipment manufacturing    ,"Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot a
2006,1794,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1795,Pharmaceutical and medicine manufacturing,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1796,Nursing care facilities,Slightly conservative,NO,NO,NO,YES,HARDWORKING,5,5,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1797,Hospitals,"Moderate, middle of the road",NO,NO,NO,NO,4,3,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot a
2006,1798,Administration of economic programs and space research,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1799,Real estate,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1800,"Justice, public order, and safety activities",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1801,Commercial and service industry machinery manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1802,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1803,Legal services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1804,Couriers and messengers,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1805,Miscellaneous retail stores,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1806,Beauty salons,Slightly liberal,NO,NO,NO,YES,2,5,3,5,STRONGLY OPPOSE,STRONGLY FAVOR,.d:  Do not Know/Cannot Choose,Ballot b
2006,1807,Grocery stores,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1808,"Colleges and universities, including junior colleges",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1809,Hospitals,Conservative,NO,NO,YES,NO,3,3,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2006,1810,Grocery stores,Slightly conservative,YES,NO,NO,NO,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1811,"Cement, concrete, lime, and gypsum product manufacturing",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1812,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1813,Construction,Conservative,NO,NO,NO,YES,3,3,4,4,NEITHER FAVOR NOR OPPOSE,FAVOR,.d:  Do not Know/Cannot Choose,Ballot b
2006,1814,Pharmacies and drug stores,Conservative,NO,NO,YES,NO,4,3,5,5,STRONGLY FAVOR,FAVOR,Increased a little,Ballot a
2006,1815,Wired telecommunications carriers,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1816,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1817,Pharmacies and drug stores,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1818,Home health care services,Liberal,NO,NO,NO,YES,4,4,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1819,Construction,Liberal,YES,YES,NO,YES,5,6,5,2,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2006,1820,Real estate,Slightly liberal,YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2006,1821,"Colleges and universities, including junior colleges",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1822,Postal Service,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1823,"Justice, public order, and safety activities",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1824,Radio and television broadcasting and cable subscription programming,Slightly liberal,NO,NO,YES,NO,4,5,6,6,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1825,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,FAVOR,FAVOR,Reduced a little,Ballot b
2006,1826,"Residential care facilities, without nursing",Liberal,YES,NO,YES,NO,5,3,6,6,FAVOR,FAVOR,Remain the same as it is,Ballot b
2006,1827,Aircraft and parts manufacturing,Conservative,YES,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,4,4,4,4,STRONGLY FAVOR,FAVOR,.d:  Do not Know/Cannot Choose,Ballot b
2006,1828,Printing and related support activities,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1829,Elementary and secondary schools,Conservative,YES,NO,YES,.d:  Do not Know/Cannot Choose,4,4,4,4,NEITHER FAVOR NOR OPPOSE,OPPOSE,Reduced a little,Ballot b
2006,1830,Fruit and vegetable preserving and specialty food manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1831,Home health care services,"Moderate, middle of the road",YES,NO,.d:  Do not Know/Cannot Choose,NO,5,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2006,1832,"Soap, cleaning compound, and cosmetics manufacturing","Moderate, middle of the road",NO,.d:  Do not Know/Cannot Choose,YES,NO,5,6,6,3,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2006,1833,Grocery stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1834,Grocery stores,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1835,Clothing stores,"Moderate, middle of the road",NO,NO,NO,YES,3,5,5,5,FAVOR,FAVOR,Reduced a little,Ballot b
2006,1836,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1837,Wired telecommunications carriers,Liberal,NO,NO,NO,YES,4,5,4,4,OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2006,1838,Commercial and service industry machinery manufacturing,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1839,Aerospace product and parts manufacturing,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1840,Plastics product manufacturing,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1841,Department stores and discount stores,Conservative,YES,NO,YES,YES,3,6,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2006,1842,"Architectural, engineering, and related services",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1843,Computer and peripheral equipment manufacturing    ,Slightly conservative,NO,NO,NO,YES,4,6,4,3,NEITHER FAVOR NOR OPPOSE,FAVOR,Reduced a little,Ballot b
2006,1844,Department stores and discount stores,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1845,Nursing care facilities,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1846,"Savings institutions, including credit unions","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1847,Grocery stores,"Moderate, middle of the road",NO,NO,NO,YES,2,LAZY,5,3,STRONGLY OPPOSE,STRONGLY OPPOSE,Reduced a little,Ballot b
2006,1848,Construction,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1849,Hospitals,Slightly conservative,NO,NO,NO,YES,4,5,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot a
2006,1850,Building material and supplies dealers,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,OPPOSE,FAVOR,Remain the same as it is,Ballot b
2006,1851,.i:  Inapplicable,Slightly conservative,NO,NO,NO,YES,3,5,6,2,NEITHER FAVOR NOR OPPOSE,FAVOR,Reduced a little,Ballot b
2006,1852,Construction,"Moderate, middle of the road",NO,NO,NO,YES,2,4,4,4,OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot b
2006,1853,"Residential care facilities, without nursing","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1854,Services incidental to transportation,"Moderate, middle of the road",YES,NO,NO,YES,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2006,1855,Banking and related activities,Extremely liberal,NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Increased a little,Ballot b
2006,1856, Restaurants and other food services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1857,Barber shops,Conservative,YES,NO,YES,NO,5,5,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot,Ballot b
2006,1858,Miscellaneous general merchandise stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1859,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1860,Construction,Slightly conservative,NO,NO,NO,NO,4,4,6,5,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2006,1861,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1862,"Electric power generation, transmission, and distribution",Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2006,1863,Grocery stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1864,Wired telecommunications carriers,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1865,Religious organizations,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot d
2006,1866,Air transportation,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
